travel.time.sum,travel.time.mean,trips,cong,party,ideology,winpct,seniority,chairman,committee,party.leader,state.district,extreme,fourteenth,thirteenth,twelfth,eleventh,democrat,house.majority
3,3,1,112,100,-0.367,63.9298893,12,0,0,0,NJ1,1.0116525,0,0,1,0,1,0
0,0,0,110,100,-0.323,100,10,0,0,0,NJ1,0.9676525,0,0,0,0,1,1
0,0,0,113,100,-0.367,69.1167212,13,0,0,0,NJ1,1.0116525,0,1,0,0,1,1
0,0,0,111,100,-0.345,72.4,11,0,0,0,NJ1,0.9896525,0,0,0,1,1,0
84,6.461538462,13,110,100,-0.561,100,10,0,0,0,NJ10,1.2056525,0,0,0,0,1,1
51,4.636363636,11,111,100,-0.559,100,11,0,0,0,NJ10,1.2036525,0,0,0,1,1,1
34,4.857142857,7,112,100,-0.558,97.3670815,12,0,0,0,NJ10,1.2026525,0,0,1,0,1,0
18,4.5,4,113,100,-0.493,88.9463093,1,0,0,0,NJ10,1.1376525,0,1,0,0,1,0
0,0,0,114,100,-0.504,87.1196127,2,0,0,0,NJ10,1.1486525,1,0,0,0,1,0
8,2.666666667,3,113,200,0.607,59.5781035,10,0,0,0,NJ11,0.9720046,0,1,0,0,0,1
9,3,3,114,200,0.28,62.5700272,11,0,0,0,NJ11,0.6450046,1,0,0,0,0,1
5,2.5,2,112,200,0.592,68.768625,9,0,0,0,NJ11,0.9570046,0,0,1,0,0,1
3,3,1,111,200,0.576,61.84,8,0,0,0,NJ11,0.9410046,0,0,0,1,0,0
0,0,0,110,200,0.561,62.09,7,0,0,0,NJ11,0.9260046,0,0,0,0,0,0
41,4.1,10,112,100,-0.516,53.451097,7,0,0,0,NJ12,1.1606525,0,0,1,0,1,0
39,4.333333333,9,114,100,-0.525,62.538901,1,0,0,0,NJ12,1.1696525,1,0,0,0,1,0
37,4.625,8,111,100,-0.493,63.12,6,0,0,0,NJ12,1.1376525,0,0,0,1,1,1
29,4.833333333,6,113,100,-0.539,69.7617117,8,0,0,0,NJ12,1.1836525,0,1,0,0,1,0
19,6.333333333,3,110,100,-0.47,65.7,5,0,0,0,NJ12,1.1146525,0,0,0,0,1,1
15,3.75,4,110,100,-0.37,77.52,1,0,0,0,NJ13,1.0146525,0,0,0,0,1,1
11,5.5,2,111,100,-0.37,75.36,2,0,0,0,NJ13,1.0146525,0,0,0,1,1,1
0,0,0,112,100,-0.37,76.1912561,3,0,0,0,NJ13,1.0146525,0,0,1,0,1,0
5,2.5,2,114,200,0.2,62.2495011,11,0,0,0,NJ2,0.5650046,1,0,0,0,0,1
2,2,1,111,200,0.495,59.06,8,0,0,0,NJ2,0.8600046,0,0,0,1,0,0
2,2,1,113,200,0.501,59.1500149,10,0,0,0,NJ2,0.8660046,0,1,0,0,0,1
2,2,1,112,200,0.498,68.1084169,9,0,0,0,NJ2,0.8630046,0,0,1,0,0,1
0,0,0,110,200,0.492,61.61,7,0,0,0,NJ2,0.8570046,0,0,0,0,0,0
34,4.25,8,114,200,0.209,54.8997858,1,0,0,0,NJ3,0.5740046,1,0,0,0,0,1
7,2.333333333,3,113,200,0.37,54.5351983,2,0,0,0,NJ3,0.7350046,0,1,0,0,0,1
2,2,1,112,200,0.37,51.4802855,1,0,0,0,NJ3,0.7350046,0,0,1,0,0,0
2,2,1,110,200,0.422,58.4,13,0,0,0,NJ3,0.7870046,0,0,0,0,0,1
0,0,0,111,100,-0.131,52.08,1,0,0,0,NJ3,0.7756525,0,0,0,1,1,1
21,4.2,5,111,200,0.361,66.21,15,0,0,0,NJ4,0.7260046,0,0,0,1,0,0
14,2.8,5,113,200,0.413,68.694732,17,0,0,0,NJ4,0.7780046,0,1,0,0,0,1
11,3.666666667,3,112,200,0.387,71.426273,16,0,0,0,NJ4,0.7520046,0,0,1,0,0,1
5,2.5,2,114,200,0.156,77.6291826,18,0,0,0,NJ4,0.5210046,1,0,0,0,0,1
0,0,0,110,200,0.335,65.68,14,0,0,0,NJ4,0.7000046,0,0,0,0,0,0
42,4.2,10,111,200,0.926,55.87,4,0,0,0,NJ5,1.2910046,0,0,0,1,0,0
43,4.777777778,9,113,200,0.966,56.6804489,6,0,0,0,NJ5,1.3310046,0,1,0,0,0,1
26,3.25,8,112,200,0.946,66.5530322,5,0,0,0,NJ5,1.3110046,0,0,1,0,0,1
30,4.285714286,7,114,200,0.688,56.1318276,7,0,0,0,NJ5,1.0530046,1,0,0,0,0,1
9,2.25,4,110,200,0.907,54.91,3,0,0,0,NJ5,1.2720046,0,0,0,0,0,0
62,3.1,20,114,100,-0.397,60.6226014,16,0,1,0,NJ6,1.0416525,1,0,0,0,1,0
3,3,1,111,100,-0.501,66.95,12,0,0,0,NJ6,1.1456525,0,0,0,1,1,1
9,9,1,110,100,-0.47,68.59,11,0,0,0,NJ6,1.1146525,0,0,0,0,1,1
0,0,0,112,100,-0.533,55.5378029,13,0,0,0,NJ6,1.1776525,0,0,1,0,1,0
0,0,0,113,100,-0.564,64.1922346,14,0,0,0,NJ6,1.2086525,0,1,0,0,1,0
28,4.666666667,6,113,200,0.691,59.0243542,3,0,0,0,NJ7,1.0560046,0,1,0,0,0,1
21,4.2,5,112,200,0.691,59.4124727,2,0,0,0,NJ7,1.0560046,0,0,1,0,0,1
12,6,2,110,200,0.49,49.43,4,0,0,0,NJ7,0.8550046,0,0,0,0,0,0
17,8.5,2,111,200,0.691,50.22,1,0,0,0,NJ7,1.0560046,0,0,0,1,0,0
6,3,2,114,200,0.338,60.4495737,4,0,0,0,NJ7,0.7030046,1,0,0,0,0,1
13,4.333333333,3,112,100,-0.388,63.2927387,8,0,0,0,NJ8,1.0326525,0,0,1,0,1,0
6,3,2,111,100,-0.372,71.11,7,0,0,0,NJ8,1.0166525,0,0,0,1,1,1
5,2.5,2,114,100,-0.406,80.246833,6,0,0,0,NJ8,1.0506525,1,0,0,0,1,0
10,5,2,113,100,-0.37,80.4960938,4,0,0,0,NJ8,1.0146525,0,1,0,0,1,0
9,9,1,110,100,-0.356,70.89,6,0,0,0,NJ8,1.0006525,0,0,0,0,1,1
16,4,4,112,100,-0.345,61.4321272,8,0,0,0,NJ9,0.9896525,0,0,1,0,1,0
24,8,3,111,100,-0.336,67.53,7,0,0,0,NJ9,0.9806525,0,0,0,1,1,1
17,5.666666667,3,113,100,-0.404,74.3200935,9,0,0,0,NJ9,1.0486525,0,1,0,0,1,0
8,4,2,110,100,-0.328,71.48,6,0,0,0,NJ9,0.9726525,0,0,0,0,1,1
6,6,1,114,100,-0.368,69.4755103,10,0,0,0,NJ9,1.0126525,1,0,0,0,1,0
35,4.375,8,113,100,-0.326,59.0684048,1,0,0,0,NM1,0.9706525,0,1,0,0,1,0
12,2.4,5,114,100,-0.339,58.5862513,3,0,0,0,NM1,0.9836525,1,0,0,0,1,0
11,3.666666667,3,112,100,-0.263,51.6034944,2,0,0,0,NM1,0.9076525,0,0,1,0,1,0
7,7,1,110,200,0.46,50.2,6,0,0,0,NM1,0.8250046,0,0,0,0,0,0
9,9,1,111,100,-0.263,55.65,1,0,0,0,NM1,0.9076525,0,0,0,1,1,1
22,2.444444444,9,112,200,0.744,55.4109998,1,0,0,0,NM2,1.1090046,0,0,1,0,0,1
35,3.888888889,9,114,200,0.469,64.4575785,6,0,0,0,NM2,0.8340046,1,0,0,0,0,1
31,4.428571429,7,113,200,0.793,59.0900358,2,0,0,0,NM2,1.1580046,0,1,0,0,0,1
6,3,2,110,200,0.695,59.42,3,0,0,0,NM2,1.0600046,0,0,0,0,0,0
0,0,0,111,100,-0.163,55.96,1,0,0,0,NM2,0.8076525,0,0,0,1,1,1
11,5.5,2,114,100,-0.38,61.5403426,4,0,0,0,NM3,1.0246525,1,0,0,0,1,0
6,3,2,113,100,-0.356,62.9625522,3,0,0,0,NM3,1.0006525,0,1,0,0,1,0
9,9,1,112,100,-0.356,56.8071266,2,0,0,0,NM3,1.0006525,0,0,1,0,1,0
0,0,0,111,100,-0.356,56.74,1,0,0,0,NM3,1.0006525,0,0,0,1,1,1
0,0,0,110,100,-0.42,74.64,5,0,0,0,NM3,1.0646525,0,0,0,0,1,1
26,3.714285714,7,110,100,-0.277,64.84,5,0,0,0,NV1,0.9216525,0,0,0,0,1,1
26,5.2,5,111,100,-0.279,67.65,6,0,0,0,NV1,0.9236525,0,0,0,1,1,1
25,6.25,4,114,100,-0.296,60.0123593,3,0,0,0,NV1,0.9406525,1,0,0,0,1,0
11,3.666666667,3,112,100,-0.281,63.5824217,7,0,0,0,NV1,0.9256525,0,0,1,0,1,0
18,9,2,113,100,-0.312,66.7968704,2,0,0,0,NV1,0.9566525,0,1,0,0,1,0
11,2.75,4,113,200,0.65,61.4457191,2,0,0,0,NV2,1.0150046,0,1,0,0,0,1
8,2.666666667,3,114,200,0.386,70.1773899,3,0,0,0,NV2,0.7510046,1,0,0,0,0,1
3,3,1,110,200,0.836,50.35,1,0,0,0,NV2,1.2010046,0,0,0,0,0,0
8,8,1,111,200,0.836,51.82,2,0,0,0,NV2,1.2010046,0,0,0,1,0,0
3,3,1,112,200,0.65,65.995353,1,0,0,0,NV2,1.0150046,0,0,1,0,0,1
24,6,4,112,200,0.672,50.3761488,1,0,0,0,NV3,1.0370046,0,0,1,0,0,1
11,2.75,4,113,200,0.672,54.0506929,2,0,0,0,NV3,1.0370046,0,1,0,0,0,1
11,2.75,4,114,200,0.324,62.7093191,3,0,0,0,NV3,0.6890046,1,0,0,0,0,1
11,5.5,2,111,100,-0.312,47.4,1,0,0,0,NV3,0.9566525,0,0,0,1,1,1
8,8,1,110,200,0.434,48.46,3,0,0,0,NV3,0.7990046,0,0,0,0,0,0
21,3.5,6,114,200,0.353,51.4686562,1,0,0,0,NV4,0.7180046,1,0,0,0,0,1
3,3,1,113,100,-0.341,54.2850944,1,0,0,0,NV4,0.9856525,0,1,0,0,1,0
12,6,2,114,200,0.331,54.4319478,1,0,0,0,NY1,0.6960046,1,0,0,0,0,1
9,9,1,111,100,-0.309,58.38,4,0,0,0,NY1,0.9536525,0,0,0,1,1,1
0,0,0,112,100,-0.306,50.9558503,5,0,0,0,NY1,0.9506525,0,0,1,0,1,1
0,0,0,113,100,-0.303,52.1745806,6,0,0,0,NY1,0.9476525,0,1,0,0,1,0
0,0,0,110,100,-0.312,62.23,3,0,0,0,NY1,0.9566525,0,0,0,0,1,0
51,4.25,12,112,100,-0.452,92.6460497,15,0,0,0,NY10,1.0966525,0,0,1,0,1,0
29,3.222222222,9,111,100,-0.458,94.18,14,1,0,0,NY10,1.1026525,0,0,0,1,1,1
11,2.2,5,114,100,-0.509,100,13,0,0,0,NY10,1.1536525,1,0,0,0,1,0
21,5.25,4,113,100,-0.489,80.6645989,12,0,0,0,NY10,1.1336525,0,1,0,0,1,0
10,3.333333333,3,110,100,-0.464,92.16,13,1,0,0,NY10,1.1086525,0,0,0,0,1,1
48,4.363636364,11,111,100,-0.556,92.75,2,0,0,0,NY11,1.2006525,0,0,0,1,1,1
30,6,5,114,200,0.218,59.6909504,1,0,0,0,NY11,0.5830046,1,0,0,0,0,1
19,3.8,5,110,100,-0.556,90.04,1,0,0,0,NY11,1.2006525,0,0,0,0,1,1
28,7,4,112,100,-0.556,90.2790508,3,0,0,0,NY11,1.2006525,0,0,1,0,1,0
5,1.666666667,3,113,200,0.353,53.3146745,2,0,0,0,NY11,0.7180046,0,1,0,0,0,1
33,3,11,112,100,-0.517,100,10,0,1,0,NY12,1.1616525,0,0,1,0,1,0
24,4.8,5,111,100,-0.519,89.95,9,1,0,0,NY12,1.1636525,0,0,0,1,1,1
2,2,1,114,100,-0.387,79.9433533,12,0,0,0,NY12,1.0316525,1,0,0,0,1,1
7,7,1,113,100,-0.377,80.8669443,11,0,0,0,NY12,1.0216525,0,1,0,0,1,0
3,3,1,110,100,-0.521,89.74,8,1,0,0,NY12,1.1656525,0,0,0,0,1,0
27,4.5,6,111,100,-0.174,60.93,1,0,0,0,NY13,0.8186525,0,0,0,1,1,1
25,5,5,113,100,-0.402,93.5355343,22,0,0,0,NY13,1.0466525,0,1,0,0,1,0
4,4,1,114,100,-0.514,100,23,0,0,0,NY13,1.1586525,1,0,0,0,1,0
0,0,0,112,200,0.353,51.8749672,1,0,0,0,NY13,0.7180046,0,0,1,0,0,0
0,0,0,110,200,0.791,56.8,6,0,0,0,NY13,1.1560046,0,0,0,0,0,1
28,7,4,112,100,-0.374,77.5676456,10,0,0,0,NY14,1.0186525,0,0,1,0,1,0
12,4,3,114,100,-0.407,100,9,0,0,0,NY14,1.0516525,1,0,0,0,1,0
7,7,1,111,100,-0.372,79.91,9,0,0,0,NY14,1.0166525,0,0,0,1,1,1
2,2,1,110,100,-0.369,84.48,8,0,0,0,NY14,1.0136525,0,0,0,0,1,1
0,0,0,113,100,-0.428,84.4714497,8,0,0,0,NY14,1.0726525,0,1,0,0,1,0
53,2.65,20,110,100,-0.43,94.03,19,1,0,0,NY15,1.0746525,0,0,0,0,1,1
28,2.153846154,13,111,100,-0.421,89.16,20,1,0,0,NY15,1.0656525,0,0,0,1,1,1
30,3.75,8,114,100,-0.489,100,14,0,0,0,NY15,1.1336525,1,0,0,0,1,0
1,1,1,112,100,-0.412,88.9305749,21,0,0,0,NY15,1.0566525,0,0,1,0,1,0
0,0,0,113,100,-0.505,97.0817947,13,0,0,0,NY15,1.1496525,0,1,0,0,1,0
70,4.117647059,17,114,100,-0.411,100,14,0,1,0,NY16,1.0556525,1,0,0,0,1,0
74,4.933333333,15,113,100,-0.326,78.3747351,13,0,1,0,NY16,0.9706525,0,1,0,0,1,0
39,4.875,8,112,100,-0.5,95.4112027,12,0,0,0,NY16,1.1446525,0,0,1,0,1,0
83,20.75,4,110,100,-0.49,95.31,10,0,0,0,NY16,1.1346525,0,0,0,0,1,1
2,2,1,111,100,-0.495,96.59,11,0,0,0,NY16,1.1396525,0,0,0,1,1,1
58,6.444444444,9,112,100,-0.334,75.4399184,12,0,0,0,NY17,0.9786525,0,0,1,0,1,0
28,4.666666667,6,111,100,-0.342,79.87,11,0,0,0,NY17,0.9866525,0,0,0,1,1,1
35,7,5,114,100,-0.39,56.4304236,14,0,1,0,NY17,1.0346525,1,0,0,0,1,0
18,6,3,113,100,-0.334,64.8739402,13,0,0,0,NY17,0.9786525,0,1,0,0,1,0
2,2,1,110,100,-0.35,76.45,10,0,0,0,NY17,0.9946525,0,0,0,0,1,1
51,7.285714286,7,110,100,-0.348,70.72,10,0,0,0,NY18,0.9926525,0,0,0,0,1,1
18,4.5,4,113,100,-0.187,51.6941194,1,0,0,0,NY18,0.8316525,0,1,0,0,1,1
28,7,4,111,100,-0.343,68.46,11,0,0,0,NY18,0.9876525,0,0,0,1,1,0
22,7.333333333,3,114,100,-0.225,50.9541777,3,0,0,0,NY18,0.8696525,1,0,0,0,1,0
0,0,0,112,100,-0.339,62.0065574,12,0,0,0,NY18,0.9836525,0,0,1,0,1,0
15,3,5,113,200,0.538,53.469871,2,0,0,0,NY19,0.9030046,0,1,0,0,0,1
15,3.75,4,112,200,0.614,52.8325048,1,0,0,0,NY19,0.9790046,0,0,1,0,0,1
11,2.75,4,114,200,0.203,64.4866316,3,0,0,0,NY19,0.5680046,1,0,0,0,0,1
3,3,1,111,100,-0.295,58.67,2,0,0,0,NY19,0.9396525,0,0,0,1,1,1
0,0,0,110,100,-0.295,51.22,1,0,0,0,NY19,0.9396525,0,0,0,0,1,1
71,5.461538462,13,112,100,-0.334,57.0455177,6,0,0,0,NY2,0.9786525,0,0,1,0,1,0
16,4,4,113,200,0.467,58.7454235,11,0,0,0,NY2,0.8320046,0,1,0,0,0,1
10,5,2,111,100,-0.313,66.94,5,0,0,0,NY2,0.9576525,0,0,0,1,1,1
0,0,0,114,200,0.26,69.4768269,12,0,0,0,NY2,0.6250046,1,0,0,0,0,1
0,0,0,110,100,-0.292,70.42,4,0,0,0,NY2,0.9366525,0,0,0,0,1,1
18,2.571428571,7,114,100,-0.423,61.2643537,4,0,0,0,NY20,1.0676525,1,0,0,0,1,0
13,3.25,4,113,100,-0.427,68.4346513,3,0,0,0,NY20,1.0716525,0,1,0,0,1,0
18,9,2,112,200,0.538,55.4442779,1,0,0,0,NY20,0.9030046,0,0,1,0,0,1
0,0,0,110,100,-0.191,53.1,1,0,0,0,NY20,0.8356525,0,0,0,0,1,1
0,0,0,111,100,-0.082,62.12,1,0,0,0,NY20,0.7266525,0,0,0,1,1,1
36,7.2,5,112,100,-0.427,59.2662224,2,0,0,0,NY21,1.0716525,0,0,1,0,1,0
9,2.25,4,114,200,0.205,61.9657542,1,0,0,0,NY21,0.5700046,1,0,0,0,0,1
6,3,2,113,100,-0.168,51.1202672,3,0,0,0,NY21,0.8126525,0,1,0,0,1,0
2,2,1,111,100,-0.427,62.09,1,0,0,0,NY21,1.0716525,0,0,0,1,1,1
0,0,0,110,100,-0.441,78.19,10,0,0,0,NY21,1.0856525,0,0,0,0,1,1
42,4.2,10,114,200,0.215,100,3,0,0,0,NY22,0.5800046,1,0,0,0,0,1
23,3.833333333,6,113,200,0.612,60.9232656,2,0,0,0,NY22,0.9770046,0,1,0,0,0,1
34,6.8,5,111,100,-0.553,66.44,9,0,0,0,NY22,1.1976525,0,0,0,1,1,1
31,7.75,4,112,100,-0.556,52.3780622,10,0,0,0,NY22,1.2006525,0,0,1,0,1,0
20,6.666666667,3,110,100,-0.55,100,8,0,0,0,NY22,1.1946525,0,0,0,0,1,1
19,2.714285714,7,113,200,0.642,51.9427361,3,0,0,0,NY23,1.0070046,0,1,0,0,0,1
24,4,6,114,200,0.3,61.6942608,4,0,0,0,NY23,0.6650046,1,0,0,0,0,1
23,5.75,4,112,100,-0.168,51.2323696,2,0,0,0,NY23,0.8126525,0,0,1,0,1,0
0,0,0,110,200,0.365,63.15,8,0,0,0,NY23,0.7300046,0,0,0,0,0,0
0,0,0,111,100,-0.168,65.33,1,0,0,0,NY23,0.8126525,0,0,0,1,1,1
12,3,4,114,200,0.196,59.6011631,1,0,0,0,NY24,0.5610046,1,0,0,0,0,1
0,0,0,112,200,0.612,52.9139736,1,0,0,0,NY24,0.9770046,0,0,1,0,0,1
0,0,0,111,100,-0.196,51.97,2,0,0,0,NY24,0.8406525,0,0,0,1,1,1
0,0,0,113,100,-0.163,52.4826986,2,0,0,0,NY24,0.8076525,0,1,0,0,1,1
0,0,0,110,100,-0.196,53.95,1,0,0,0,NY24,0.8406525,0,0,0,0,1,0
15,5,3,112,200,0.758,50.1659707,1,0,0,0,NY25,1.1230046,0,0,1,0,0,1
4,2,2,113,100,-0.54,57.1765426,14,0,1,0,NY25,1.1846525,0,1,0,0,1,0
2,2,1,110,200,0.403,50.79,10,0,0,0,NY25,0.7680046,0,0,0,0,0,0
0,0,0,114,100,-0.465,50.2259579,15,0,1,0,NY25,1.1096525,1,0,0,0,1,1
0,0,0,111,100,-0.163,54.82,1,0,0,0,NY25,0.8076525,0,0,0,1,1,0
12,6,2,114,100,-0.347,68.1499407,6,0,0,0,NY26,0.9916525,1,0,0,0,1,0
9,9,1,111,200,0.559,54.97,1,0,0,0,NY26,0.9240046,0,0,0,1,0,0
9,9,1,112,100,-0.219,73.8437193,1,0,0,0,NY26,0.8636525,0,0,1,0,1,0
9,9,1,113,100,-0.384,74.6388788,4,0,0,0,NY26,1.0286525,0,1,0,0,1,0
0,0,0,110,200,0.585,51.98,5,0,0,0,NY26,0.9500046,0,0,0,0,0,0
57,4.384615385,13,114,200,0.363,71.0633344,2,0,0,0,NY27,0.7280046,1,0,0,0,0,1
12,6,2,113,200,0.566,50.7269539,1,0,0,0,NY27,0.9310046,0,1,0,0,0,1
1,1,1,111,100,-0.325,74.42,2,0,0,0,NY27,0.9696525,0,0,0,1,1,1
0,0,0,112,100,-0.355,60.807047,3,0,0,0,NY27,0.9996525,0,0,1,0,1,1
0,0,0,110,100,-0.295,79.27,1,0,0,0,NY27,0.9396525,0,0,0,0,1,0
12,6,2,111,100,-0.509,77.99,12,1,0,0,NY28,1.1536525,0,0,0,1,1,1
3,3,1,110,100,-0.493,75.65,11,1,0,0,NY28,1.1376525,0,0,0,0,1,1
0,0,0,112,100,-0.524,65.1610467,13,0,1,0,NY28,1.1686525,0,0,1,0,1,0
16,8,2,111,100,-0.261,50.96,1,0,0,0,NY29,0.9056525,0,0,0,1,1,1
0,0,0,110,200,0.46,51.46,1,0,0,0,NY29,0.8250046,0,0,0,0,0,0
0,0,0,112,200,0.642,56.2962675,2,0,0,0,NY29,1.0070046,0,0,1,0,0,1
104,5.473684211,19,111,200,0.448,63.92,9,0,1,0,NY3,0.8130046,0,0,0,1,0,0
36,5.142857143,7,110,200,0.438,56.04,8,0,1,0,NY3,0.8030046,0,0,0,0,0,0
18,6,3,112,200,0.457,72.0379201,10,1,0,0,NY3,0.8220046,0,0,1,0,0,1
11,5.5,2,114,100,-0.334,54.7969885,8,0,0,0,NY3,0.9786525,1,0,0,0,1,0
11,5.5,2,113,100,-0.354,57.950142,7,0,0,0,NY3,0.9986525,0,1,0,0,1,0
28,5.6,5,114,100,-0.272,52.8442797,1,0,0,0,NY4,0.9166525,1,0,0,0,1,0
2,2,1,111,100,-0.275,64.01,7,0,0,0,NY4,0.9196525,0,0,0,1,1,1
0,0,0,112,100,-0.282,53.6892374,8,0,0,0,NY4,0.9266525,0,0,1,0,1,1
0,0,0,110,100,-0.268,64.92,6,0,0,0,NY4,0.9126525,0,0,0,0,1,0
0,0,0,113,100,-0.29,65.5959741,9,0,0,0,NY4,0.9346525,0,1,0,0,1,0
34,3.4,10,112,100,-0.341,62.8389851,15,0,0,0,NY5,0.9856525,0,0,1,0,1,0
34,3.4,10,112,100,-0.341,62.8389851,1,0,0,0,NY5,0.9856525,0,0,1,0,1,0
38,4.75,8,113,100,-0.358,90.3407898,9,0,0,0,NY5,1.0026525,0,1,0,0,1,0
29,4.833333333,6,110,100,-0.358,100,13,0,0,0,NY5,1.0026525,0,0,0,0,1,1
13,2.6,5,114,100,-0.423,100,10,0,0,0,NY5,1.0676525,1,0,0,0,1,0
0,0,0,111,100,-0.349,71,14,0,0,0,NY5,0.9936525,0,0,0,1,1,1
50,5.555555556,9,113,100,-0.375,68.4734061,1,0,0,0,NY6,1.0196525,0,1,0,0,1,0
29,4.833333333,6,110,100,-0.383,100,6,0,0,0,NY6,1.0276525,0,0,0,0,1,1
13,3.25,4,111,100,-0.375,100,7,0,0,0,NY6,1.0196525,0,0,0,1,1,1
6,3,2,114,100,-0.386,100,3,0,0,0,NY6,1.0306525,1,0,0,0,1,0
0,0,0,112,100,-0.367,84.8989216,8,0,0,0,NY6,1.0116525,0,0,1,0,1,0
17,2.833333333,6,111,100,-0.4,84.65,6,0,0,0,NY7,1.0446525,0,0,0,1,1,1
28,5.6,5,110,100,-0.387,83.97,5,0,0,0,NY7,1.0316525,0,0,0,0,1,1
2,2,1,112,100,-0.414,80.7802142,7,0,0,0,NY7,1.0586525,0,0,1,0,1,0
0,0,0,114,100,-0.546,90.8307386,12,0,1,0,NY7,1.1906525,1,0,0,0,1,0
0,0,0,113,100,-0.515,94.4840577,11,0,1,0,NY7,1.1596525,0,1,0,0,1,0
22,3.666666667,6,114,100,-0.491,100,2,0,0,0,NY8,1.1356525,1,0,0,0,1,0
12,4,3,111,100,-0.491,80.44,10,0,0,0,NY8,1.1356525,0,0,0,1,1,1
16,5.333333333,3,113,100,-0.448,91.1170283,1,0,0,0,NY8,1.0926525,0,1,0,0,1,0
5,2.5,2,110,100,-0.492,85.04,9,0,0,0,NY8,1.1366525,0,0,0,0,1,1
0,0,0,112,100,-0.49,74.9624621,11,0,0,0,NY8,1.1346525,0,0,1,0,1,0
65,5,13,112,200,0.468,58.5107178,7,0,0,0,NY9,0.8330046,0,0,1,0,0,1
29,3.625,8,114,100,-0.605,100,5,0,0,0,NY9,1.2496525,1,0,0,0,1,0
21,5.25,4,113,100,-0.556,88.2554692,4,0,0,0,NY9,1.2006525,0,1,0,0,1,0
17,5.666666667,3,111,100,-0.397,93.05,6,0,0,0,NY9,1.0416525,0,0,0,1,1,1
0,0,0,110,100,-0.393,100,5,0,0,0,NY9,1.0376525,0,0,0,0,1,1
45,4.090909091,11,114,200,0.581,63.2166904,10,0,0,0,OH1,0.9460046,1,0,0,0,0,1
46,5.111111111,9,113,200,0.851,61.1482445,2,0,0,0,OH1,1.2160046,0,1,0,0,0,1
20,4,5,112,200,0.843,53.7805749,1,0,0,0,OH1,1.2080046,0,0,1,0,0,1
20,6.666666667,3,111,100,-0.168,52.47,1,0,0,0,OH1,0.8126525,0,0,0,1,1,1
7,3.5,2,110,200,0.836,52.25,7,0,1,0,OH1,1.2010046,0,0,0,0,0,0
87,5.8,15,113,200,0.487,61.9675397,6,0,0,0,OH10,0.8520046,0,1,0,0,0,1
50,4.166666667,12,112,100,-0.751,54.5065097,8,0,0,0,OH10,1.3956525,0,0,1,0,1,0
22,3.142857143,7,114,200,0.266,67.3975907,7,0,0,0,OH10,0.6310046,1,0,0,0,0,1
10,1.666666667,6,111,100,-0.704,57.02,7,0,0,0,OH10,1.3486525,0,0,0,1,1,1
4,2,2,110,100,-0.657,66.41,6,0,0,0,OH10,1.3016525,0,0,0,0,1,1
71,3.944444444,18,113,100,-0.511,100,3,0,0,0,OH11,1.1556525,0,1,0,0,1,0
36,2.4,15,110,100,-0.47,83.44,5,0,0,0,OH11,1.1146525,0,0,0,0,1,1
120,10.90909091,11,111,100,-0.511,85.22,1,0,0,0,OH11,1.1556525,0,0,0,1,1,1
15,3.75,4,114,100,-0.587,79.4507609,5,0,0,0,OH11,1.2316525,1,0,0,0,1,0
16,4,4,112,100,-0.511,82.4521198,2,0,0,0,OH11,1.1556525,0,0,1,0,1,0
37,4.625,8,113,200,0.678,63.7257323,7,0,0,0,OH12,1.0430046,0,1,0,0,0,1
34,4.25,8,114,200,0.386,71.0474537,8,0,0,0,OH12,0.7510046,1,0,0,0,0,1
12,4,3,111,200,0.668,54.79,5,0,0,0,OH12,1.0330046,0,0,0,1,0,0
14,7,2,112,200,0.673,58.1907218,6,0,0,0,OH12,1.0380046,0,0,1,0,0,1
0,0,0,110,200,0.663,57.3,4,0,0,0,OH12,1.0280046,0,0,0,0,0,0
39,4.875,8,112,100,-0.41,55.4665666,3,0,0,0,OH13,1.0546525,0,0,1,0,1,0
34,4.857142857,7,113,100,-0.396,72.4663494,6,0,0,0,OH13,1.0406525,0,1,0,0,1,0
0,0,0,110,100,-0.41,61.22,1,0,0,0,OH13,1.0546525,0,0,0,0,1,1
0,0,0,111,100,-0.41,64.7,2,0,0,0,OH13,1.0546525,0,0,0,1,1,1
0,0,0,114,100,-0.409,68.5,12,0,0,0,OH13,1.0536525,1,0,0,0,1,0
0,0,0,114,100,-0.409,68.5215686,7,0,0,0,OH13,1.0536525,1,0,0,0,1,0
12,6,2,113,200,0.545,58.5029186,1,0,0,0,OH14,0.9100046,0,1,0,0,0,1
3,3,1,111,200,0.424,58.32,8,0,0,0,OH14,0.7890046,0,0,0,1,0,0
5,5,1,114,200,0.26,65.7024473,3,0,0,0,OH14,0.6250046,1,0,0,0,0,1
0,0,0,110,200,0.41,57.55,7,0,0,0,OH14,0.7750046,0,0,0,0,0,0
0,0,0,112,200,0.438,67.5346967,9,0,0,0,OH14,0.8030046,0,0,1,0,0,1
22,3.666666667,6,114,200,0.302,66.0237076,3,0,0,0,OH15,0.6670046,1,0,0,0,0,1
18,6,3,110,200,0.602,50.2,8,0,0,0,OH15,0.9670046,0,0,0,0,0,0
15,5,3,113,200,0.607,61.8335249,2,0,0,0,OH15,0.9720046,0,1,0,0,0,1
6,3,2,112,200,0.607,57.2838859,1,0,0,0,OH15,0.9720046,0,0,1,0,0,1
8,8,1,111,100,-0.285,45.94,1,0,0,0,OH15,0.9296525,0,0,0,1,1,1
