travel.time.sum,travel.time.mean,trips,cong,party,ideology,winpct,seniority,chairman,committee,party.leader,state.district,extreme,fourteenth,thirteenth,twelfth,eleventh,democrat,house.majority
21,3.5,6,113,200,0.714,52.2347343,2,0,0,0,OH16,1.0790046,0,1,0,0,0,1
32,6.4,5,114,200,0.372,63.7376733,3,0,0,0,OH16,0.7370046,1,0,0,0,0,1
16,4,4,112,200,0.714,55.9169927,1,0,0,0,OH16,1.0790046,0,0,1,0,0,1
5,2.5,2,111,100,-0.184,55.36,1,0,0,0,OH16,0.8286525,0,0,0,1,1,1
5,5,1,110,200,0.424,58.34,18,0,0,0,OH16,0.7890046,0,0,0,0,0,0
42,7,6,111,100,-0.388,78.15,4,0,0,0,OH17,1.0326525,0,0,0,1,1,1
18,6,3,110,100,-0.384,80.25,3,0,0,0,OH17,1.0286525,0,0,0,0,1,1
0,0,0,112,100,-0.392,63.9897662,5,0,0,0,OH17,1.0366525,0,0,1,0,1,0
2,2,1,110,100,-0.151,62.06,1,0,0,0,OH18,0.7956525,0,0,0,0,1,1
0,0,0,112,200,0.631,57.1546728,1,0,0,0,OH18,0.9960046,0,0,1,0,0,1
0,0,0,111,100,-0.151,59.87,2,0,0,0,OH18,0.7956525,0,0,0,1,1,1
21,3,7,113,200,0.781,59.0664139,1,0,0,0,OH2,1.1460046,0,1,0,0,0,1
26,3.714285714,7,114,200,0.58,65.9625779,3,0,0,0,OH2,0.9450046,1,0,0,0,0,1
25,4.166666667,6,111,200,0.723,44.83,2,0,0,0,OH2,1.0880046,0,0,0,1,0,0
23,4.6,5,110,200,0.723,50.4,1,0,0,0,OH2,1.0880046,0,0,0,0,0,0
8,2.666666667,3,112,200,0.723,62.9430451,3,0,0,0,OH2,1.0880046,0,0,1,0,0,1
39,5.571428571,7,111,200,0.486,63.32,4,0,0,0,OH3,0.8510046,0,0,0,1,0,0
21,3,7,114,100,-0.449,64.0648125,3,0,0,0,OH3,1.0936525,1,0,0,0,1,0
11,5.5,2,110,200,0.486,58.54,3,0,0,0,OH3,0.8510046,0,0,0,0,0,0
18,9,2,113,100,-0.43,71.5895348,1,0,0,0,OH3,1.0746525,0,1,0,0,1,0
0,0,0,112,200,0.487,68.6729497,5,0,0,0,OH3,0.8520046,0,0,1,0,0,1
44,3.142857143,14,112,200,0.921,74.4021694,3,0,0,0,OH4,1.2860046,0,0,1,0,0,1
27,3,9,114,200,0.701,67.6657423,5,0,0,0,OH4,1.0660046,1,0,0,0,0,1
17,4.25,4,113,200,0.921,61.85626,4,0,0,0,OH4,1.2860046,0,1,0,0,0,1
14,4.666666667,3,111,200,0.921,65.17,2,0,0,0,OH4,1.2860046,0,0,0,1,0,0
1,1,1,110,200,0.921,59.99,1,0,0,0,OH4,1.2860046,0,0,0,0,0,0
24,2.666666667,9,113,200,0.714,59.6649804,4,0,0,0,OH5,1.0790046,0,1,0,0,0,1
25,2.777777778,9,114,200,0.515,69.6785796,5,0,0,0,OH5,0.8800046,1,0,0,0,0,1
13,2.6,5,112,200,0.714,72.0952783,3,0,0,0,OH5,1.0790046,0,0,1,0,0,1
18,4.5,4,111,200,0.714,64.09,2,0,0,0,OH5,1.0790046,0,0,0,1,0,0
0,0,0,110,200,0.714,56.96,1,0,0,0,OH5,1.0790046,0,0,0,0,0,0
27,4.5,6,113,200,0.758,53.3744178,2,0,0,0,OH6,1.1230046,0,1,0,0,0,1
13,2.6,5,114,200,0.435,60.1483311,3,0,0,0,OH6,0.8000046,1,0,0,0,0,1
5,2.5,2,112,200,0.758,52.7365819,1,0,0,0,OH6,1.1230046,0,0,1,0,0,1
3,3,1,110,100,-0.281,62.08,1,0,0,0,OH6,0.9256525,0,0,0,0,1,1
9,9,1,111,100,-0.281,62.28,2,0,0,0,OH6,0.9256525,0,0,0,1,1,1
20,4,5,113,200,0.631,56.6674878,2,0,0,0,OH7,0.9960046,0,1,0,0,0,1
22,5.5,4,112,200,0.575,66.3045109,2,0,0,0,OH7,0.9400046,0,0,1,0,0,1
8,2.666666667,3,114,200,0.446,100,3,0,0,0,OH7,0.8110046,1,0,0,0,0,1
12,12,1,110,200,0.556,60.62,9,0,0,0,OH7,0.9210046,0,0,0,0,0,0
0,0,0,111,200,0.575,58.22,1,0,0,0,OH7,0.9400046,0,0,0,1,0,0
62,4.133333333,15,113,200,0.748,100,12,0,0,1,OH8,1.1130046,0,1,0,0,0,1
65,4.642857143,14,111,200,0.726,67.9,10,0,0,1,OH8,1.0910046,0,0,0,1,0,0
36,3,13,112,200,0.748,66,11,0,0,1,OH8,1.1130046,0,0,1,0,0,1
34,4.25,8,114,200,0.513,71.0601832,13,0,0,1,OH8,0.8780046,1,0,0,0,0,1
27,5.4,5,110,200,0.704,63.8,9,0,0,1,OH8,1.0690046,0,0,0,0,0,0
4,2,2,114,200,0.737,78.4847491,1,0,0,0,OH8,1.1020046,1,0,0,0,0,1
6,2,3,111,100,-0.394,74.37,14,0,0,0,OH9,1.0386525,0,0,0,1,1,1
13,4.333333333,3,113,100,-0.412,75.5693385,16,0,0,0,OH9,1.0566525,0,1,0,0,1,0
5,5,1,112,100,-0.403,59.0140464,15,0,0,0,OH9,1.0476525,0,0,1,0,1,1
4,4,1,110,100,-0.385,73.63,13,0,0,0,OH9,1.0296525,0,0,0,0,1,0
0,0,0,114,100,-0.351,67.8005157,17,0,0,0,OH9,0.9956525,1,0,0,0,1,0
43,3.909090909,11,113,200,0.952,66.4543197,1,0,0,0,OK1,1.3170046,0,1,0,0,0,1
22,2.75,8,114,200,0.695,100,3,0,0,0,OK1,1.0600046,1,0,0,0,0,1
7,3.5,2,110,200,0.719,63.64,4,0,0,0,OK1,1.0840046,0,0,0,0,0,0
3,3,1,111,200,0.722,66.17,5,0,0,0,OK1,1.0870046,0,0,0,1,0,0
2,2,1,112,200,0.726,76.8060122,6,0,0,0,OK1,1.0910046,0,0,1,0,0,1
31,4.428571429,7,114,200,0.49,74.0047635,3,0,0,0,OK2,0.8550046,1,0,0,0,0,1
17,4.25,4,113,200,0.679,59.9344814,1,0,0,0,OK2,1.0440046,0,1,0,0,0,1
20,6.666666667,3,112,100,-0.08,56.5277821,3,0,0,0,OK2,0.7246525,0,0,1,0,1,0
6,3,2,111,100,-0.08,70.47,2,0,0,0,OK2,0.7246525,0,0,0,1,1,1
0,0,0,110,100,-0.08,72.74,1,0,0,0,OK2,0.7246525,0,0,0,0,1,1
49,4.454545455,11,113,200,0.495,79.0390076,11,1,0,0,OK3,0.8600046,0,1,0,0,0,1
35,3.888888889,9,111,200,0.488,69.72,9,0,0,0,OK3,0.8530046,0,0,0,1,0,0
36,4,9,112,200,0.492,77.9941137,10,1,0,0,OK3,0.8570046,0,0,1,0,0,1
26,8.666666667,3,110,200,0.484,67.46,8,0,0,0,OK3,0.8490046,0,0,0,0,0,0
12,4,3,114,200,0.36,78.6150172,12,0,0,0,OK3,0.7250046,1,0,0,0,0,1
31,3.444444444,9,113,200,0.417,71.1033522,6,0,0,0,OK4,0.7820046,0,1,0,0,0,1
37,5.285714286,7,112,200,0.457,100,5,0,0,0,OK4,0.8220046,0,0,1,0,0,1
24,4,6,114,200,0.337,74.1694441,7,0,0,0,OK4,0.7020046,1,0,0,0,0,1
20,5,4,111,200,0.496,66.02,4,0,0,0,OK4,0.8610046,0,0,0,1,0,0
11,5.5,2,110,200,0.535,64.61,3,0,0,0,OK4,0.9000046,0,0,0,0,0,0
26,4.333333333,6,113,200,0.752,61.1775261,2,0,0,0,OK5,1.1170046,0,1,0,0,0,1
20,4,5,110,200,0.63,60.38,1,0,0,0,OK5,0.9950046,0,0,0,0,0,0
26,5.2,5,112,200,0.752,63.8937766,1,0,0,0,OK5,1.1170046,0,0,1,0,0,1
33,8.25,4,114,200,0.452,62.3326511,1,0,0,0,OK5,0.8170046,1,0,0,0,0,1
9,3,3,111,200,0.63,65.89,2,0,0,0,OK5,0.9950046,0,0,0,1,0,0
6,3,2,114,100,-0.397,62.4458119,3,0,0,0,OR1,1.0416525,1,0,0,0,1,1
4,2,2,110,100,-0.377,62.83,5,0,0,0,OR1,1.0216525,0,0,0,0,1,0
1,1,1,112,100,-0.388,56.607321,1,0,0,0,OR1,1.0326525,0,0,1,0,1,0
9,9,1,113,100,-0.419,64.3240889,2,0,0,0,OR1,1.0636525,0,1,0,0,1,0
0,0,0,111,100,-0.383,71.5,6,0,0,0,OR1,1.0276525,0,0,0,1,1,1
39,4.333333333,9,113,200,0.655,70.4293318,8,0,0,0,OR2,1.0200046,0,1,0,0,0,1
41,5.125,8,112,200,0.635,74.2975155,7,0,0,0,OR2,1.0000046,0,0,1,0,0,1
25,5,5,114,200,0.337,73.2816964,9,0,0,0,OR2,0.7020046,1,0,0,0,0,1
22,7.333333333,3,111,200,0.614,69.5,6,0,0,0,OR2,0.9790046,0,0,0,1,0,0
11,5.5,2,110,200,0.594,66.81,5,0,0,0,OR2,0.9590046,0,0,0,0,0,0
49,4.083333333,12,111,100,-0.482,74.54,8,0,0,0,OR3,1.1266525,0,0,0,1,1,1
35,3.181818182,11,110,100,-0.464,73.49,7,0,0,0,OR3,1.1086525,0,0,0,0,1,1
62,5.636363636,11,113,100,-0.518,78.9030919,10,0,0,0,OR3,1.1626525,0,1,0,0,1,0
42,4.2,10,112,100,-0.5,74.1247899,9,0,0,0,OR3,1.1446525,0,0,1,0,1,0
39,5.571428571,7,114,100,-0.43,78.6664289,11,0,0,0,OR3,1.0746525,1,0,0,0,1,0
19,3.166666667,6,114,100,-0.429,60.9153536,15,0,1,0,OR4,1.0736525,1,0,0,0,1,0
15,3,5,113,100,-0.495,60.1589025,14,0,0,0,OR4,1.1396525,0,1,0,0,1,0
18,9,2,111,100,-0.485,82.34,12,0,0,0,OR4,1.1296525,0,0,0,1,1,1
0,0,0,112,100,-0.49,54.508383,13,0,0,0,OR4,1.1346525,0,0,1,0,1,1
0,0,0,110,100,-0.48,62.23,11,0,0,0,OR4,1.1246525,0,0,0,0,1,0
28,4.666666667,6,114,100,-0.199,57.7718581,4,0,0,0,OR5,0.8436525,1,0,0,0,1,0
10,5,2,113,100,-0.238,55.9631253,3,0,0,0,OR5,0.8826525,0,1,0,0,1,0
9,9,1,112,100,-0.238,52.8438712,2,0,0,0,OR5,0.8826525,0,0,1,0,1,1
2,2,1,110,100,-0.276,53.99,6,0,0,0,OR5,0.9206525,0,0,0,0,1,0
0,0,0,111,100,-0.238,54.25,1,0,0,0,OR5,0.8826525,0,0,0,1,1,1
38,9.5,4,112,100,-0.426,100,8,0,1,0,PA1,1.0706525,0,0,1,0,1,1
30,7.5,4,113,100,-0.42,85.0459693,9,0,1,0,PA1,1.0646525,0,1,0,0,1,0
11,2.75,4,111,100,-0.432,90.76,7,1,0,0,PA1,1.0766525,0,0,0,1,1,0
3,3,1,114,100,-0.484,82.8371444,10,0,1,0,PA1,1.1286525,1,0,0,0,1,0
0,0,0,110,100,-0.439,100,6,1,0,0,PA1,1.0836525,0,0,0,0,1,1
48,4.363636364,11,114,200,0.357,71.6114171,3,0,0,0,PA10,0.7220046,1,0,0,0,0,1
45,5,9,112,200,0.492,55.1397826,1,0,0,0,PA10,0.8570046,0,0,1,0,0,1
36,4.5,8,113,200,0.492,65.8649319,2,0,0,0,PA10,0.8570046,0,1,0,0,0,1
20,4,5,111,100,-0.112,56.63,2,0,0,0,PA10,0.7566525,0,0,0,1,1,1
16,8,2,110,100,-0.112,52.9,1,0,0,0,PA10,0.7566525,0,0,0,0,1,1
13,2.6,5,113,200,0.4,58.4660487,2,0,0,0,PA11,0.7650046,0,1,0,0,0,1
4,2,2,112,200,0.4,54.5298137,1,0,0,0,PA11,0.7650046,0,0,1,0,0,1
3,3,1,114,200,0.274,66.3071492,3,0,0,0,PA11,0.6390046,1,0,0,0,0,1
0,0,0,111,100,-0.31,51.63,13,0,0,0,PA11,0.9546525,0,0,0,1,1,1
0,0,0,110,100,-0.308,72.45,12,0,0,0,PA11,0.9526525,0,0,0,0,1,1
16,3.2,5,113,200,0.661,51.7839378,1,0,0,0,PA12,1.0260046,0,1,0,0,0,1
20,4,5,114,200,0.499,59.2776988,12,0,0,0,PA12,0.8640046,1,0,0,0,0,1
19,3.8,5,112,100,-0.265,50.8243112,2,0,0,0,PA12,0.9096525,0,0,1,0,1,0
0,0,0,111,100,-0.219,57.85,19,0,0,0,PA12,0.8636525,0,0,0,1,1,1
0,0,0,110,100,-0.222,60.77,18,0,0,0,PA12,0.8666525,0,0,0,0,1,1
69,5.75,12,114,100,-0.362,67.1197393,1,0,0,0,PA13,1.0066525,1,0,0,0,1,0
47,4.272727273,11,112,100,-0.328,56.3645672,3,0,0,0,PA13,0.9726525,0,0,1,0,1,0
24,4,6,111,100,-0.313,62.79,2,0,0,0,PA13,0.9576525,0,0,0,1,1,1
5,2.5,2,110,100,-0.298,66.13,1,0,0,0,PA13,0.9426525,0,0,0,0,1,1
3,3,1,113,100,-0.343,68.9192374,4,0,0,0,PA13,0.9876525,0,1,0,0,1,0
31,3.875,8,112,100,-0.4,70.9017233,9,0,0,0,PA14,1.0446525,0,0,1,0,1,0
30,5,6,111,100,-0.373,91.26,8,0,0,0,PA14,1.0176525,0,0,0,1,1,1
12,3,4,114,100,-0.325,100,11,0,0,0,PA14,0.9696525,1,0,0,0,1,0
13,4.333333333,3,113,100,-0.428,76.8633842,10,0,0,0,PA14,1.0726525,0,1,0,0,1,1
-721,-240.3333333,3,110,100,-0.345,89.78,7,0,0,0,PA14,0.9896525,0,0,0,0,1,0
69,4.3125,16,113,200,0.529,56.6659824,4,0,0,0,PA15,0.8940046,0,1,0,0,0,1
54,4.909090909,11,114,200,0.236,100,6,1,0,0,PA15,0.6010046,1,0,0,0,0,1
23,5.75,4,112,200,0.515,57.8272786,3,0,0,0,PA15,0.8800046,0,0,1,0,0,1
3,3,1,111,200,0.501,58.57,2,0,0,0,PA15,0.8660046,0,0,0,1,0,0
0,0,0,110,200,0.487,52.57,1,0,0,0,PA15,0.8520046,0,0,0,0,0,0
50,5,10,114,200,0.538,57.7195222,10,0,0,0,PA16,0.9030046,1,0,0,0,0,1
33,3.666666667,9,111,200,0.797,55.82,7,0,0,0,PA16,1.1620046,0,0,0,1,0,0
25,3.571428571,7,113,200,0.832,58.6023853,9,0,0,0,PA16,1.1970046,0,1,0,0,0,1
42,6,7,112,200,0.815,65.423659,8,0,0,0,PA16,1.1800046,0,0,1,0,0,1
8,2.666666667,3,110,200,0.78,56.55,6,0,0,0,PA16,1.1450046,0,0,0,0,0,0
41,3.727272727,11,114,100,-0.43,56.7582141,3,0,0,0,PA17,1.0746525,1,0,0,0,1,0
15,5,3,112,100,-0.231,55.6183933,10,0,0,0,PA17,0.8756525,0,0,1,0,1,0
10,3.333333333,3,113,100,-0.441,60.5373623,1,0,0,0,PA17,1.0856525,0,1,0,0,1,0
8,8,1,110,100,-0.22,64.51,8,0,0,0,PA17,0.8646525,0,0,0,0,1,1
0,0,0,111,100,-0.225,63.68,9,0,0,0,PA17,0.8696525,0,0,0,1,1,1
33,5.5,6,114,200,0.257,100,7,0,0,0,PA18,0.6220046,1,0,0,0,0,1
22,4.4,5,113,200,0.452,63.9729566,6,0,0,0,PA18,0.8170046,0,1,0,0,0,1
8,4,2,111,200,0.408,64.07,4,0,0,0,PA18,0.7730046,0,0,0,1,0,0
16,8,2,112,200,0.43,67.2046756,5,0,0,0,PA18,0.7950046,0,0,1,0,0,1
0,0,0,110,200,0.386,57.8,3,0,0,0,PA18,0.7510046,0,0,0,0,0,0
12,6,2,112,200,0.558,75.5306858,6,0,0,0,PA19,0.9230046,0,0,1,0,0,1
0,0,0,110,200,0.512,64.94,4,0,0,0,PA19,0.8770046,0,0,0,0,0,0
0,0,0,111,200,0.535,66.65,5,0,0,0,PA19,0.9000046,0,0,0,1,0,0
32,4.571428571,7,112,100,-0.386,89.3394261,9,0,0,0,PA2,1.0306525,0,0,1,0,1,0
18,4.5,4,111,100,-0.402,88.93,8,0,0,0,PA2,1.0466525,0,0,0,1,1,1
7,2.333333333,3,114,100,-0.472,87.7034735,11,0,0,0,PA2,1.1166525,1,0,0,0,1,1
16,5.333333333,3,110,100,-0.418,88.56,7,0,0,0,PA2,1.0626525,0,0,0,0,1,0
6,2,3,113,100,-0.37,90.5108285,10,0,0,0,PA2,1.0146525,0,1,0,0,1,0
25,2.777777778,9,114,200,0.319,60.631024,3,0,0,0,PA3,0.6840046,1,0,0,0,0,1
37,5.285714286,7,112,200,0.454,55.5682005,1,0,0,0,PA3,0.8190046,0,0,1,0,0,1
19,3.8,5,113,200,0.454,57.1366901,2,0,0,0,PA3,0.8190046,0,1,0,0,0,1
9,4.5,2,110,200,0.544,53.59,7,0,0,0,PA3,0.9090046,0,0,0,0,0,0
1,1,1,111,100,-0.179,51.24,1,0,0,0,PA3,0.8236525,0,0,0,1,1,1
9,3,3,113,200,0.85,63.4322155,1,0,0,0,PA4,1.2150046,0,1,0,0,0,1
8,2.666666667,3,110,100,-0.137,51.89,1,0,0,0,PA4,0.7816525,0,0,0,0,1,1
5,2.5,2,114,200,0.647,74.5363332,3,0,0,0,PA4,1.0120046,1,0,0,0,0,1
13,6.5,2,112,100,-0.137,51.1035054,3,0,0,0,PA4,0.7816525,0,0,1,0,1,0
0,0,0,111,100,-0.137,55.86,2,0,0,0,PA4,0.7816525,0,0,0,1,1,1
19,6.333333333,3,111,200,0.484,56.72,1,0,0,0,PA5,0.8490046,0,0,0,1,0,0
13,4.333333333,3,112,200,0.484,70.8305033,2,0,0,0,PA5,0.8490046,0,0,1,0,0,1
5,2.5,2,110,200,0.503,60.05,6,0,0,0,PA5,0.8680046,0,0,0,0,0,0
3,3,1,113,200,0.484,62.8677505,3,0,0,0,PA5,0.8490046,0,1,0,0,0,1
6,6,1,114,200,0.304,63.5961008,4,0,0,0,PA5,0.6690046,1,0,0,0,0,1
9,3,3,113,200,0.562,56.9739557,6,0,0,0,PA6,0.9270046,0,1,0,0,0,1
6,3,2,114,200,0.21,56.2909327,1,0,0,0,PA6,0.5750046,1,0,0,0,0,1
6,3,2,112,200,0.529,57.0152006,5,0,0,0,PA6,0.8940046,0,0,1,0,0,1
3,3,1,111,200,0.495,52.1,4,0,0,0,PA6,0.8600046,0,0,0,1,0,0
0,0,0,110,200,0.461,50.66,3,0,0,0,PA6,0.8260046,0,0,0,0,0,0
31,3.875,8,113,200,0.43,59.4608855,2,0,0,0,PA7,0.7950046,0,1,0,0,0,1
31,3.875,8,114,200,0.217,62.0389155,3,0,0,0,PA7,0.5820046,1,0,0,0,0,1
18,4.5,4,112,200,0.43,55.6258356,1,0,0,0,PA7,0.7950046,0,0,1,0,0,1
3,1.5,2,111,100,-0.224,59.59,2,0,0,0,PA7,0.8686525,0,0,0,1,1,1
2,2,1,110,100,-0.224,56.36,1,0,0,0,PA7,0.8686525,0,0,0,0,1,1
49,3.769230769,13,114,200,0.202,61.9021295,4,0,0,0,PA8,0.5670046,1,0,0,0,0,1
19,3.8,5,112,200,0.532,53.6608352,1,0,0,0,PA8,0.8970046,0,0,1,0,0,1
6,2,3,113,200,0.532,56.6469963,2,0,0,0,PA8,0.8970046,0,1,0,0,0,1
10,5,2,111,100,-0.226,56.77,2,0,0,0,PA8,0.8706525,0,0,0,1,1,1
0,0,0,110,100,-0.226,50.3,1,0,0,0,PA8,0.8706525,0,0,0,0,1,1
38,4.222222222,9,113,200,0.536,61.6192505,7,1,0,0,PA9,0.9010046,0,1,0,0,0,1
29,3.625,8,114,200,0.377,63.5217549,8,1,0,0,PA9,0.7420046,1,0,0,0,0,0
33,4.125,8,111,200,0.543,63.92,5,0,0,0,PA9,0.9080046,0,0,0,1,0,1
24,4.8,5,112,200,0.54,73.0421318,6,0,0,0,PA9,0.9050046,0,0,1,0,0,1
0,0,0,110,200,0.546,60.29,4,0,0,0,PA9,0.9110046,0,0,0,0,0,0
38,4.75,8,113,100,-0.413,55.794425,2,0,0,0,RI1,1.0576525,0,1,0,0,1,0
32,4,8,114,100,-0.396,59.6558789,3,0,0,0,RI1,1.0406525,1,0,0,0,1,0
11,5.5,2,112,100,-0.413,53.1647229,1,0,0,0,RI1,1.0576525,0,0,1,0,1,1
10,5,2,111,100,-0.379,68.52,8,0,0,0,RI1,1.0236525,0,0,0,1,1,1
6,3,2,110,100,-0.379,69.19,7,0,0,0,RI1,1.0236525,0,0,0,0,1,0
33,4.125,8,114,100,-0.375,62.3472517,8,0,0,0,RI2,1.0196525,1,0,0,0,1,0
37,6.166666667,6,112,100,-0.346,65.324375,6,0,0,0,RI2,0.9906525,0,0,1,0,1,0
23,5.75,4,113,100,-0.348,61.2656748,7,0,0,0,RI2,0.9926525,0,1,0,0,1,0
19,6.333333333,3,111,100,-0.344,70.02,5,0,0,0,RI2,0.9886525,0,0,0,1,1,1
3,3,1,110,100,-0.342,72.65,4,0,0,0,RI2,0.9866525,0,0,0,0,1,1
26,3.25,8,112,200,0.895,69.2544744,1,0,0,0,SC1,1.2600046,0,0,1,0,0,1
25,5,5,114,200,0.642,100,5,0,0,0,SC1,1.0070046,1,0,0,0,0,1
23,5.75,4,113,200,0.986,54.0258294,1,0,0,0,SC1,1.3510046,0,1,0,0,0,1
10,10,1,110,200,0.534,59.87,4,0,0,0,SC1,0.8990046,0,0,0,0,0,0
0,0,0,111,200,0.533,51.93,5,0,0,0,SC1,0.8980046,0,0,0,1,0,0
22,3.142857143,7,114,200,0.545,63.9020213,8,0,0,0,SC2,0.9100046,1,0,0,0,0,1
27,5.4,5,113,200,0.811,100,7,0,0,0,SC2,1.1760046,0,1,0,0,0,1
7,2.333333333,3,112,200,0.796,55.0377019,6,0,0,0,SC2,1.1610046,0,0,1,0,0,0
13,4.333333333,3,110,200,0.766,62.64,4,0,0,0,SC2,1.1310046,0,0,0,0,0,1
7,3.5,2,111,200,0.781,53.74,5,0,0,0,SC2,1.1460046,0,0,0,1,0,0
31,3.444444444,9,112,200,0.967,63.4067361,1,0,0,0,SC3,1.3320046,0,0,1,0,0,1
42,5.25,8,113,200,0.967,66.6872126,2,0,0,0,SC3,1.3320046,0,1,0,0,0,1
21,4.2,5,114,200,0.742,71.2174083,3,0,0,0,SC3,1.1070046,1,0,0,0,0,1
6,2,3,110,200,0.839,62.86,3,0,0,0,SC3,1.2040046,0,0,0,0,0,0
2,2,1,111,200,0.839,64.69,4,0,0,0,SC3,1.2040046,0,0,0,1,0,0
21,3.5,6,114,200,0.672,100,3,0,0,0,SC4,1.0370046,1,0,0,0,0,1
22,4.4,5,111,200,0.893,60.09,6,0,0,0,SC4,1.2580046,0,0,0,1,0,0
3,3,1,112,200,0.904,68.8105749,1,0,0,0,SC4,1.2690046,0,0,1,0,0,1
0,0,0,110,200,0.804,64.22,5,0,0,0,SC4,1.1690046,0,0,0,0,0,0
0,0,0,113,200,0.904,65.8118412,2,0,0,0,SC4,1.2690046,0,1,0,0,0,1
20,2.222222222,9,113,200,1,55.589779,2,0,0,0,SC5,1.3650046,0,1,0,0,0,1
16,2.666666667,6,112,200,1,54.7397285,1,0,0,0,SC5,1.3650046,0,0,1,0,0,1
15,3.75,4,114,200,0.754,58.8805173,3,0,0,0,SC5,1.1190046,1,0,0,0,0,1
6,3,2,110,100,-0.274,56.9,13,1,0,0,SC5,0.9186525,0,0,0,0,1,1
0,0,0,111,100,-0.282,61.64,14,1,0,0,SC5,0.9266525,0,0,0,1,1,1
76,3.619047619,21,110,100,-0.412,64.36,8,0,0,1,SC6,1.0566525,0,0,0,0,1,1
68,3.578947368,19,111,100,-0.402,67.48,9,0,0,1,SC6,1.0466525,0,0,0,1,1,1
19,3.166666667,6,112,100,-0.393,63.8780004,10,0,0,1,SC6,1.0376525,0,0,1,0,1,0
13,2.6,5,113,100,-0.383,94.391307,11,0,0,0,SC6,1.0276525,0,1,0,0,1,0
7,2.333333333,3,114,100,-0.466,73.9435957,12,0,0,0,SC6,1.1106525,1,0,0,0,1,0
32,4.571428571,7,113,200,0.84,54.891369,1,0,0,0,SC7,1.2050046,0,1,0,0,0,1
21,4.2,5,114,200,0.584,59.9927658,3,0,0,0,SC7,0.9490046,1,0,0,0,0,1
14,3.5,4,114,200,0.381,66.529627,3,0,0,0,SD0,0.7460046,1,0,0,0,0,1
11,2.2,5,112,200,0.521,51.1860354,1,0,0,0,SD1,0.8860046,0,0,1,0,0,1
20,5,4,113,200,0.521,57.4529623,2,0,0,0,SD1,0.8860046,0,1,0,0,0,1
0,0,0,111,100,-0.174,67.56,2,0,0,0,SD1,0.8186525,0,0,0,1,1,1
0,0,0,110,100,-0.174,69.09,1,0,0,0,SD1,0.8186525,0,0,0,0,1,1
23,3.285714286,7,113,200,0.742,79.2861091,3,0,0,0,TN1,1.1070046,0,1,0,0,0,1
26,3.714285714,7,112,200,0.742,82.5275293,2,0,0,0,TN1,1.1070046,0,0,1,0,0,1
10,2.5,4,114,200,0.491,100,4,0,0,0,TN1,0.8560046,1,0,0,0,0,1
14,4.666666667,3,111,200,0.742,71.82,1,0,0,0,TN1,1.1070046,0,0,0,1,0,0
6,3,2,110,200,0.72,61.11,1,0,0,0,TN1,1.0850046,0,0,0,0,0,0
-719,-179.75,4,110,200,0.971,77.72,11,0,0,0,TN2,1.3360046,0,0,0,0,0,0
22,5.5,4,113,200,1.108,78.3756609,14,0,0,0,TN2,1.4730046,0,1,0,0,0,1
6,3,2,114,200,0.599,76.2692829,16,0,0,0,TN2,0.9640046,1,0,0,0,0,0
6,3,2,111,200,1.017,78.11,12,0,0,0,TN2,1.3820046,0,0,0,1,0,1
2,2,1,112,200,1.062,84.7205633,13,0,0,0,TN2,1.4270046,0,0,1,0,0,1
25,4.166666667,6,110,200,0.635,65.69,7,0,0,0,TN3,1.0000046,0,0,0,0,0,0
20,4,5,111,200,0.642,69.37,8,0,0,0,TN3,1.0070046,0,0,0,1,0,0
9,3,3,114,200,0.489,64.3269212,3,0,0,0,TN3,0.8540046,1,0,0,0,0,1
20,6.666666667,3,112,200,0.66,66.9583783,1,0,0,0,TN3,1.0250046,0,0,1,0,0,1
2,2,1,113,200,0.66,63.4055058,2,0,0,0,TN3,1.0250046,0,1,0,0,0,1
9,2.25,4,113,200,0.772,55.7619205,2,0,0,0,TN4,1.1370046,0,1,0,0,0,1
20,5,4,112,200,0.772,59.6630992,1,0,0,0,TN4,1.1370046,0,0,1,0,0,1
20,6.666666667,3,111,100,-0.175,58.76,4,0,0,0,TN4,0.8196525,0,0,0,1,1,1
7,3.5,2,114,200,0.593,62.2851981,3,0,0,0,TN4,0.9580046,1,0,0,0,0,1
0,0,0,110,100,-0.175,66.45,3,0,0,0,TN4,0.8196525,0,0,0,0,1,1
54,4.909090909,11,112,100,-0.261,57.1940202,5,0,0,0,TN5,0.9056525,0,0,1,0,1,0
43,5.375,8,113,100,-0.273,66.5385029,6,0,0,0,TN5,0.9176525,0,1,0,0,1,0
20,3.333333333,6,111,100,-0.25,65.84,4,0,0,0,TN5,0.8946525,0,0,0,1,1,1
15,2.5,6,110,100,-0.238,69,3,0,0,0,TN5,0.8826525,0,0,0,0,1,1
13,4.333333333,3,114,100,-0.162,63.5790142,13,0,0,0,TN5,0.8066525,1,0,0,0,1,0
51,5.1,10,114,200,0.589,75.5796488,3,0,0,0,TN6,0.9540046,1,0,0,0,0,1
36,4.5,8,111,100,-0.158,74.42,13,1,0,0,TN6,0.8026525,0,0,0,1,1,1
28,4,7,110,100,-0.163,67.09,12,1,0,0,TN6,0.8076525,0,0,0,0,1,1
18,3.6,5,113,200,0.728,84.134971,2,0,0,0,TN6,1.0930046,0,1,0,0,0,1
28,7,4,112,200,0.728,69.5998308,1,0,0,0,TN6,1.0930046,0,0,1,0,0,1
33,2.75,12,112,200,0.803,74.5156707,5,0,0,0,TN7,1.1680046,0,0,1,0,0,1
